name,Team,team_id,league,league_rank,player_code,position,rtg_adj,mv_adj,ga_adj,gap90_adj,talent_score
Jordan Ayimbila,Chattanooga Red Wolves Sc,1004918,USL1,56.19,jayimbila,Left Wing-Back,0.24834139514327103,0.2069511626193925,0.3495175190905296,0.3403196896407788,0.2878920617771994
Jordan Scarlett,Hartford Athletic,1003206,USLC,63.7,jscarlett,Center Back,0.3973426672872065,0.3582260316475333,0.33146201778880957,0.37057865342848273,0.36831400610197534
Jordan Skelton,One Knoxville Sc,1358088,USL1,56.19,jskelton,Center Back,0.5978589142338006,0.5932599995089252,0.5978589142338006,0.5978589142338006,0.5969391312888255
Jordi Alba,Inter Miami Cf,960720,MLS,78.31,jalba,Left Back,0.6922656942592299,0.4719993369949295,0.49756596774882145,0.4837993204198027,0.54673256535246
Jorge Garcia,Monterey Bay Fc,267816,USLC,63.7,jgarcia1,Attacking Midfielder,0.03499909504602337,0.0988209742475954,0.3149918554142103,0.12558498810631916,0.1309377908780639
Jorge Hernandez,San Antonio Fc,722269,USLC,63.7,jhernandez,Central Midfielder,0.7123345227014168,0.7082169821077671,0.44263561381735445,0.45087069500465404,0.5791320844968455
Jose Sinisterra,Oakland Roots Sc,1130413,USLC,63.7,jsinisterra,Right Winger,0.3149918554142103,0.3582260316475333,0.016470162374599234,0.03705786534284828,0.1805541550315441
Josef Martinez,San Jose Earthquakes,6603,MLS,78.31,jmartinez,Striker,0.5840991795312253,0.5073992872695492,0.768965586520906,0.8122321924121078,0.6741723863410909
Joseph Brito,Rhode Island Fc,1597140,USLC,63.7,jbrito,Attacking Midfielder,0.27175767918088733,0.15646654255869272,0.5085162633157513,0.5702793722204985,0.3856076765953046
Joseph Farrell,Hartford Athletic,1003206,USLC,63.7,jfarrell,Center Back,0.1914656376047161,0.25528751680628814,0.6588064949839693,0.6299837108284206,0.4292536068879925
Joseph Paintsil,Los Angeles Galaxy,6637,MLS,78.31,jpaintsil,Left Winger,0.33039953589645066,0.8771321012489106,0.11603317034458682,0.05113326150778403,0.31309289353996994
Joseph Rosales,Minnesota United Fc,207242,MLS,78.31,jrosales,Left Wing-Back,0.5840991795312253,0.5998324907643895,0.5998324907643895,0.6352324410390092,0.6057324824768262
Joseph-Claude Gyau,Las Vegas Lights Fc,915809,USLC,63.7,jgyau,Right Midfielder,0.20793579997931533,0.15646654255869272,0.07823327127934636,0.12352621780949424,0.14637856810425068
Josh Kirkland,Richmond Kickers,267811,USL1,56.19,jkirkland,Right Winger,0.2115500773442679,0.30352837184177567,0.2989294571169003,0.29433054239202494,0.272255751712623
Joshua Atencio,Colorado Rapids,8314,MLS,78.31,jatencio,Defensive Midfielder,0.3775994695959436,0.4031661003498356,0.4877326482280938,0.48576598432394824,0.43718938589155343
Joshua Ramos,Chattanooga Red Wolves Sc,1004918,USL1,56.19,jramos,Right Midfielder,0.6208534878581775,0.082780465047757,0.4920838755616666,0.4920838755616666,0.448854077147838
Joshua Yaro,St Louis City Sc,1427963,MLS,78.31,jyaro,Center Back,0.04326660589120187,0.09833319520727697,0.08653321178240374,0.15143312061920655,0.09538319935105867
Jovan Lukic,Philadelphia Union,191716,MLS,78.31,jlukic,Central Midfielder,0.8299321675494177,0.18289974308553517,0.2792662743886666,0.34613284712961495,0.44525270789855015
Juan Agudelo,San Antonio Fc,722269,USLC,63.7,jagudelo,Striker,0.07411573068569656,0.25528751680628814,0.494104871237977,0.5126338039094012,0.32590333798738236
Juan Galindrez,Forward Madison Fc,1004919,USL1,56.19,jgalindrez,Striker,0.06438480614825545,0.30352837184177567,0.2621381393178972,0.271335968767648,0.2138495347067056
Juan Herrera,Sacramento Republic Fc,521004,USLC,63.7,jherrera,Striker,0.3026392336332609,0.25528751680628814,0.6546889543903195,0.6402775623125452,0.46487033302306335
Juan Mosquera,Portland Timbers,307690,MLS,78.31,jmosquera,Right Back,0.42283273939129096,0.670632391313629,0.4385660506244553,0.4385660506244553,0.48025932539234073
Juan Tejada,Colorado Springs Switchbacks Fc,614321,USLC,63.7,jtejada,Attacking Midfielder,0.08235081187299616,0.3582260316475333,0.05352802771744751,0.04735171682697279,0.12126157048298686
Juan Torres,Charleston Battery,162183,USLC,63.7,jtorres,Left Winger,0.7205696038887164,0.6855705088426931,0.7143932929982417,0.6979231306236424,0.7055405807218946
Julian Aude,Los Angeles Galaxy,6637,MLS,78.31,jaude,Left Back,0.2517329797306291,0.7099656693965397,0.2831996021969577,0.2635329631555023,0.3532128371845389
Julian Bravo,Oakland Roots Sc,1130413,USLC,63.7,jbravo,Left Back,0.46528208708242835,0.03705786534284828,0.3376383286792843,0.32940324749198463,0.3133448391767504
Julian Fernandez,New York City Fc,546238,MLS,78.31,jfernandez1,Right Winger,0.47003267309078395,0.7827322338499247,0.6981656859716665,0.7119323333006853,0.650769085881759
Julian Hall,New York Red Bulls,6514,MLS,78.31,jhall,Striker,0.021633302945600934,0.3048329051425586,0.40906609206227224,0.34023285541717835,0.25133964694979993
Julio Cascante,Austin Fc,1218886,MLS,78.31,jcascante,Center Back,0.05703325322022064,0.4719993369949295,0.6312991132307182,0.7394656279587228,0.45960935439881256
Junior Moreira,Hartford Athletic,1003206,USLC,63.7,jmoreira,Central Midfielder,0.03911663563967318,0.6855705088426931,0.1914656376047161,0.08852712276347088,0.21370035681042507
Jurgen Damm,Oakland Roots Sc,1130413,USLC,63.7,jdamm,Right Midfielder,0.3355795583824594,0.3582260316475333,0.23881735443168886,0.15234900196504292,0.2657872453200952
Justen Glad,Real Salt Lake City,6606,MLS,78.31,jglad,Center Back,0.3933327808291079,0.670632391313629,0.7964988811789435,0.721765652821413,0.6279557845936707
Justin Dhillon,Colorado Springs Switchbacks Fc,614321,USLC,63.7,jdhillon,Striker,0.5291039662840004,0.5126338039094012,0.09058589306029578,0.14205515048091838,0.32199167442341503
Justin Haak,New York City Fc,546238,MLS,78.31,jhaak,Center Back,0.3697328139793614,0.3520328388420516,0.6214657937099904,0.5526325570648966,0.4714093378236858
Justin Rasmussen,Oakland Roots Sc,1130413,USLC,63.7,jrasmussen,Left Back,0.09264466335712068,0.3582260316475333,0.621748629641121,0.6670415761712689,0.42390080411624775
Kai Greene,Oakland Roots Sc,1130413,USLC,63.7,kgreene,Center Back,0.12764375840314407,0.0988209742475954,0.3561672613507084,0.4096952890681559,0.25219936136105076
Kai Wagner,Philadelphia Union,191716,MLS,78.31,kwagner,Left Back,0.8830320929613472,0.8004322089872346,0.7060323415882487,0.6391657688473004,0.7579522686576909
Kalen Ryden,New Mexico United,1003208,USLC,63.7,kryden,Center Back,0.4776347088633777,0.0988209742475954,0.45292946530147893,0.45292946530147893,0.38951934015927187
Kalil ElMedkhar,Fc Tulsa,614325,USLC,63.7,kelmedkhar,Left Winger,0.1914656376047161,0.5126338039094012,0.5085162633157513,0.5517504395490743,0.42719483659116764
Kamal Miller,Portland Timbers,307690,MLS,78.31,kmiller,Center Back,0.18683307089382625,0.6647323996011923,0.33629952760888726,0.3697328139793614,0.3671761509039722
Karifa Yao,Rhode Island Fc,1597140,USLC,63.7,kyao,Center Back,0.16881916433964214,0.5126338039094012,0.16264285344916743,0.1544077722618678,0.2320234124521667
Karsen Henderlong,Fc Naples,1701877,USL1,56.19,khenderlong,Striker,0.4920838755616666,0.4828860461119158,0.5242762786357944,0.48748496083679127,0.4953031158690794
Keaton Parks,New York City Fc,546238,MLS,78.31,kparks,Defensive Midfielder,0.6824323747385023,0.7099656693965397,0.8004322089872346,0.8004322089872346,0.7469389507944759
Keegan Rosenberry,Colorado Rapids,8314,MLS,78.31,krosenberry,Right Back,0.42283273939129096,0.3520328388420516,0.27336628267623,0.2831996021969577,0.33688952678013095
Keegan Tingey,Loudoun United Fc,1003205,USLC,63.7,ktingey,Right Midfielder,0.6505714137966697,0.25528751680628814,0.29646292274278624,0.35410849105388353,0.41175405936498083
Kellyn Acosta,Chicago Fire Fc,6397,MLS,78.31,kacosta,Central Midfielder,0,0.5073992872695492,0.07669989226167603,0.019666639041455398,0.12271982761868168
Kelvin Yeboah,Minnesota United Fc,207242,MLS,78.31,kyeboah,Striker,0.45233269795347414,0.8318988314535632,0.841732150974291,0.8318988314535632,0.7199956553076821
Kempes Tekiela,One Knoxville Sc,1358088,USL1,56.19,ktekiela,Striker,0.3955066663392835,0.4828860461119158,0.22994573624376943,0.2023522478945171,0.32192403074127723
Kendall Burks,Lexington Sc,1430405,USLC,63.7,kburks,Center Back,0.21822965146343984,0.3582260316475333,0.29028661185231147,0.3520497207570586,0.3007863403661185
Kendall McIntosh,Oakland Roots Sc,1130413,USLC,63.7,kmcintosh,Keeper,0.18323055641741648,0.0988209742475954,0.09470343365394558,0.23881735443168886,0.16531925483503979
Kerwin Vargas,Charlotte Fc,1323940,MLS,78.31,kvargas,Left Winger,0.18683307089382625,0.5998324907643895,0.7060323415882487,0.8043655367955256,0.5585325487773332
Kevin Denkey,Fc Cincinnati,722265,MLS,78.31,kdenkey,Striker,0.6548990800804646,0.8869654207696382,0.035399950274619715,0.10029985911142252,0.41103275596641775
Kevin Kelsy,Portland Timbers,307690,MLS,78.31,kkelsy,Striker,0.18683307089382625,0.751265611383596,0.15733311233164318,0.11209984253629575,0.27139961877208446
Kevin Long,Toronto Fc,56453,MLS,78.31,klong,Center Back,0.36383282226692476,0.06686657274094834,0.2300996767850281,0.2792662743886666,0.2523229789018727
Kevin O'Connor,Fc Naples,1701877,USL1,56.19,ko'connor,Attacking Midfielder,0.18395658899501555,0.082780465047757,0.03679131779900312,0.10117612394725856,0.10945417045203426
Kevin O'Toole,New York City Fc,546238,MLS,78.31,ko'toole,Left Back,0.17306642356480748,0.29696624952597644,0.39136611692496237,0.40119943644569006,0.30994623129333704
Kevin Partida,Orange County Sc,267813,USLC,63.7,kpartida,Defensive Midfielder,0.32528570689833486,0.15646654255869272,0.057645568311097316,0.08029204157617126,0.16449574671630984
Kevon Lambert,Louisville City Fc,614316,USLC,63.7,klambert,Central Midfielder,0.028822784155548658,0.3582260316475333,0.057645568311097316,0.01029385148412452,0.09490931068362808
Khiry Shelton,Sporting Kansas City,6604,MLS,78.31,kshelton,Right Back,0.04326660589120187,0.09833319520727697,0.20059971822284503,0.1553664484274976,0.11937649898163424
Kieran Sargeant,Lexington Sc,1430405,USLC,63.7,ksargeant,Left Back,0.29028661185231147,0.0988209742475954,0.026764013858723755,0.10499728513807012,0.14370216671837832
Klaidi Cela,Richmond Kickers,267811,USL1,56.19,kcela,Center Back,0.24834139514327103,0.082780465047757,0.24374248041839564,0.24834139514327103,0.21430942617919313
Kobe Hernandez-Foster,Birmingham Legion Fc,1003207,USLC,63.7,khernandezfoster,Central Midfielder,0.364402342538008,0.6258661702347709,0.6299837108284206,0.5970433860792222,0.5396036947978075
Koke Vegas,Rhode Island Fc,1597140,USLC,63.7,kvegas,Keeper,0.3788137346157823,0.3582260316475333,0.6299837108284206,0.5743969128141483,0.48360514272417
Kosi Thompson,Toronto Fc,56453,MLS,78.31,kthompson,Right Back,0.5231325985027135,0.29696624952597644,0.2831996021969577,0.3323661998005962,0.3726828098355797
Kristijan Kahlina,Charlotte Fc,1323940,MLS,78.31,kkahlina,Keeper,0.28123293829281215,0.5073992872695492,0.16519976794822533,0.28909959390939427,0.30561957070421686
Kwame Awuah,Loudoun United Fc,1003205,USLC,63.7,kawuah,Left Midfielder,0.5126338039094012,0.25528751680628814,0.08646835246664598,0.20999457027614024,0.2851396861102492
Kye Rowles,D C United,6602,MLS,78.31,krowles,Center Back,0.3087662329508497,0.3048329051425586,0.5565658848731877,0.5231325985027135,0.4218494074392183
Kyle Adams,Louisville City Fc,614316,USLC,63.7,kadams,Center Back,0.664982805874444,0.6258661702347709,0.34587340986658394,0.3849900455062571,0.5093397714344813
Kyle Edwards,Hartford Athletic,1003206,USLC,63.7,kedwards,Right Winger,0.22646473265073946,0.0988209742475954,0.5743969128141483,0.6814529682490432,0.40701888768228356
Kyle Hiebert,St Louis City Sc,1427963,MLS,78.31,khiebert,Center Back,0.45233269795347414,0.4031661003498356,0.7571656030960328,0.6765323830260656,0.5707258649830356
Kyle Scott,Orange County Sc,267813,USLC,63.7,kscott,Attacking Midfielder,0.5949846157823974,0.25528751680628814,0.43028299203640497,0.43851807322370456,0.44716490847036916
Kyle Smith,One Knoxville Sc,267810,MLS,78.31,ksmith,Left Back,0.3775994695959436,0.03343328637047417,0.35399950274619707,0.04523326979534741,0.20433637964072154
Kévin Cabral,Colorado Rapids,8314,MLS,78.31,kcabral,Right Winger,0.03736661417876525,0.4031661003498356,0.06883323664509389,0.0648999088368028,0.1250798243036563
Lamar Batista,Fc Tulsa,614325,USLC,63.7,lbatista,Center Back,0.6999819009204674,0.5126338039094012,0.5743969128141483,0.5393978177681249,0.5892200589512875
Lamin Jawneh,Texoma Fc,1701884,USL1,56.19,ljawneh,Left Winger,0.05518697669850467,0,0.32192403074127723,0.3265229454661526,0.17889778279765262
Langston Blackstock,Charleston Battery,162183,USLC,63.7,lblackstock,Right Wing-Back,0.5702793722204985,0.3582260316475333,0.4693996276760781,0.47351716826972795,0.4786640940117902
Laurence Wyke,Tampa Bay Rowdies,197328,USLC,63.7,lwyke,Right Back,0.22646473265073946,0.5126338039094012,0.1008797445444203,0.17911301582376665,0.2443760342331161
Leland Archer,Charleston Battery,162183,USLC,63.7,larcher,Center Back,0.4549882355983038,0.5126338039094012,0.26764013858723756,0.2861690712586617,0.37840198055641744
Leo Fernandes,Tampa Bay Rowdies,197328,USLC,63.7,lfernandes,Attacking Midfielder,0.29028661185231147,0.03705786534284828,0.5805732237046229,0.644395102906195,0.4039307322370462
Leonardo Campana,New England Revolution,6580,MLS,78.31,lcampana,Striker,0.324499544184014,0.5998324907643895,0.4719993369949295,0.47986599261151164,0.45567602659052153
Lewis Jamieson,Sacramento Republic Fc,521004,USLC,63.7,ljamieson,Striker,0.29028661185231147,0.25528751680628814,0.5311627365808252,0.5558679801427242,0.4111364282759334
Liel Abada,Charlotte Fc,1323940,MLS,78.31,labada,Right Winger,0.4306993950078732,0.8554987983033097,0.648999088368028,0.6214657937099904,0.6165491339496266
Lionel Messi,Inter Miami Cf,960720,MLS,78.31,lmessi,Striker,0.8908987485779294,0.8908987485779294,0.8771321012489106,0.8889320846737838,0.8875554199408819
Logan Farrington,Fc Dallas,6399,MLS,78.31,lfarrington,Striker,0.28123293829281215,0.23403300459331922,0.20649970993528163,0.17503308746895302,0.2249863506342497
Logan Ketterer,Lexington Sc,1430405,USLC,63.7,lketterer,Keeper,0.22646473265073946,0.03705786534284828,0.5702793722204985,0.5311627365808252,0.34875568828213876
Logan Ndenbe,Sporting Kansas City,6604,MLS,78.31,lndenbe,Left Back,0.3697328139793614,0.3520328388420516,0.18093307918138965,0.23206634068917364,0.28713293000524875
Lorenzo Insigne,Toronto Fc,56453,MLS,78.31,linsigne,Attacking Midfielder,0.49559930384467593,0.5073992872695492,0.06293324493265727,0.05506658931607511,0.2792662743886666
Louis Perez,North Carolina Fc,162185,USLC,63.7,lperez,Attacking Midfielder,0.5023399524252766,0.3582260316475333,0.5311627365808252,0.5476328989554246,0.4928696090598821
Luca Bombino,San Diego Fc,1701119,MLS,78.31,lbombino,Left Back,0.5349325819275867,0.035399950274619715,0.46609934528249286,0.4719993369949295,0.4023794347881774
Luca Langoni,New England Revolution,6580,MLS,78.31,llangoni,Right Winger,0.18683307089382625,0.8279655036452721,0.05506658931607511,0.015733311233164318,0.2373763332303666
Luca Mastrantonio,Av Alta Fc,1701876,USL1,56.19,lmastrantonio,Center Back,0.3863088368895327,0.4828860461119158,0.5058806197362927,0.519677363910919,0.4695491934097772
Luca Orellano,Fc Cincinnati,722265,MLS,78.31,lorellano,Left Wing-Back,0.597865826860244,0.7827322338499247,0.6922656942592299,0.6784990469302111,0.6779090477589674
Luca Petrasso,Club De Foot Montreal,161195,MLS,78.31,lpetrasso,Left Back,0.5231325985027135,0.06686657274094834,0.6371991049431548,0.5781991878187885,0.4712126714332713
Luca de la Torre,San Diego Fc,1701119,MLS,78.31,ltorre,Central Midfielder,0.5722991961063519,0.4031661003498356,0.08259988397411266,0.17109975966066193,0.3201728835948938
Lucas Bartlett,D C United,6602,MLS,78.31,lbartlett,Center Back,0.149466456715061,0.3048329051425586,0.6076991463809718,0.5545992209690421,0.39372611360993703
Lucas Sanabria,Los Angeles Galaxy,6637,MLS,78.31,lsanabria,Defensive Midfielder,0.09833319520727697,0.751265611383596,0.11209984253629575,0.03343328637047417,0.21220303525730375
Lucas Santiago Melano,Miami Fc,721896,USLC,63.7,lmelano,Attacking Midfielder,0.07411573068569656,0.0988209742475954,0.18323055641741648,0.1914656376047161,0.13608471662012617
Luciano Acosta,Fc Dallas,6399,MLS,78.31,lacosta,Attacking Midfielder,0.7787989060416337,0.8318988314535632,0.8318988314535632,0.8063322006996712,0.8082988646038167
Lucky Opara,Spokane Velocity Fc,1584038,USL1,56.19,lopara,Right Back,0.5840621700591744,0.5932599995089252,0.5472708522601712,0.5748643406094236,0.5757841235543987
Luis Abram,Atlanta United Fc,773958,MLS,78.31,labram,Center Back,0.18683307089382625,0.5073992872695492,0.30089957733426753,0.3520328388420516,0.3233195458415267
Luis Alvarez,Charlotte Independence,614315,USL1,56.19,lalvarez,Attacking Midfielder,0.6392491467576791,0.4828860461119158,0.5656665111596729,0.542671937535296,0.5642868367422103
Luis Barraza,D C United,6602,MLS,78.31,lbarraza,Keeper,0.794532217274798,0.035399950274619715,0.7237323167255586,0.768965586520906,0.6208757945387469
Luis Fernandes,Tampa Bay Rowdies,521004,USLC,63.7,lfernandes1,Central Midfielder,0.47351716826972795,0.03705786534284828,0.36851988313165784,0.387048815803082,0.3392853449167442
Luis Gil,Spokane Velocity Fc,1584038,USL1,56.19,lgil,Attacking Midfielder,0.5886610847840499,0.30352837184177567,0.6300513173079283,0.6208534878581775,0.549570309622609
Luis Muriel,Orlando City Sc,267810,MLS,78.31,lmuriel,Striker,0.8338654953577087,0.4031661003498356,0.8122321924121078,0.7787989060416337,0.7268789789721914
Luis Paredes,San Antonio Fc,722269,USLC,63.7,lparedes,Right Wing-Back,0.15646654255869272,0.25528751680628814,0.644395102906195,0.6567477246871444,0.42390080411624775
Luis Suárez,Inter Miami Cf,960720,MLS,78.31,lsuarez,Striker,0.8338654953577087,0.5073992872695492,0.2792662743886666,0.27729961048452106,0.4906826440843121
Luis Zamudio,Charleston Battery,162183,USLC,63.7,lzamudio,Keeper,0.5517504395490743,0.15646654255869272,0.7061582118109422,0.687629279139518,0.5443388664805047
Luka Prpa,Fc Naples,1701877,USL1,56.19,lprpa,Attacking Midfielder,0.1287696122965109,0.2069511626193925,0.05978589142338006,0.0873793797726324,0.1181921084292975
Lukas Engel,Fc Cincinnati,722265,MLS,78.31,lengel,Left Wing-Back,0.721765652821413,0.5958991629560985,0.6627657356970468,0.5958991629560985,0.6470324244638824
Luke Biasi,Pittsburgh Riverhounds Sc,267816,USLC,63.7,lbiasi,Center Back,0.5764556831109732,0.25528751680628814,0.37675496431895744,0.3911663563967318,0.4166951080773606
Luke Haakenson,San Antonio Fc,722269,USLC,63.7,lhaakenson,Central Midfielder,0.32940324749198463,0.6093960078601717,0.29646292274278624,0.2861690712586617,0.3658434817457855
Luke Ivanovic,Monterey Bay Fc,915808,USLC,63.7,livanovic,Right Winger,0.2491112059158134,0.25528751680628814,0.3067567742269107,0.2470524356189885,0.26125795066708035
Lyam MacKinnon,Orange County Sc,267813,USLC,63.7,lmackinnon,Left Winger,0.5393978177681249,0.6258661702347709,0.46528208708242835,0.4693996276760781,0.5208688850967007
MD Myers,Charleston Battery,162183,USLC,63.7,mmyers,Striker,0.7164520632950666,0.6258661702347709,0.6485126434998448,0.6629240355776191,0.6686885924087289
Maalique Foster,Indy Eleven,514649,USLC,63.7,mfoster,Right Winger,0.5620442910331988,0.5126338039094012,0.5085162633157513,0.5064574930189264,0.524780548660668
Maarten Paes,Fc Dallas,6399,MLS,78.31,mpaes,Keeper,0.149466456715061,0.4719993369949295,0.04719993369949295,0.10226652301556806,0.1793597480580732
Maliek Howell,Las Vegas Lights Fc,915809,USLC,63.7,mhowell,Center Back,0.343814639569759,0.25528751680628814,0.6299837108284206,0.6135135484538214,0.46425270193401585
Malte Amundsen,Columbus Crew Sc,6001,MLS,78.31,mamundsen,Center Back,0.5919658351478073,0.670632391313629,0.54673256535246,0.5290325902151501,0.579772518942105
Mamadou Fofana,New England Revolution,6580,MLS,78.31,mfofana,Center Back,0.5506658931607511,0.4719993369949295,0.019666639041455398,0.07079990054923943,0.28477293332027415
Manny Perez,Louisville City Fc,614316,USLC,63.7,mperez,Right Midfielder,0.5764556831109732,0.6258661702347709,0.46528208708242835,0.46528208708242835,0.5307509825214602
Manu Garcia,Sporting Kansas City,6604,MLS,78.31,mgarcia,Attacking Midfielder,0.7040656776841032,0.7099656693965397,0.6548990800804646,0.5860658434353708,0.660012406231243
Manuel Arteaga,Tampa Bay Rowdies,197328,USLC,63.7,marteaga,Striker,0.13999638018409347,0.5126338039094012,0.37675496431895744,0.3952838969903816,0.3384618367980142
Marcel Hartel,St Louis City Sc,1427963,MLS,78.31,mhartel,Left Winger,0.7158656611089764,0.7827322338499247,0.1297998176736056,0.24583298801819245,0.4710160050428568
Marcello Polisi,Detroit City Fc,540855,USLC,63.7,mpolisi,Central Midfielder,0.4982224118316268,0.03705786534284828,0.45292946530147893,0.45292946530147893,0.38334302926879715
Marcelo Weigandt,Inter Miami Cf,960720,MLS,78.31,mweigandt,Right Back,0.11799983424873238,0.5073992872695492,0.39136611692496237,0.35596616665034264,0.32194288110862485
Marco Delgado,Los Angeles Fc,867280,MLS,78.31,mdelgado,Central Midfielder,0.7571656030960328,0.5073992872695492,0.6902990303550843,0.6607990717929013,0.664929065991607
Marco Farfan,Fc Dallas,6399,MLS,78.31,mfarfan,Center Back,0.324499544184014,0.5073992872695492,0.30089957733426753,0.23796633240161025,0.33039953589645066
Marco Micaletto,Colorado Springs Switchbacks Fc,614321,USLC,63.7,mmicaletto,Attacking Midfielder,0.343814639569759,0.6093960078601717,0.3891075860999069,0.41793037025545554,0.4282242217395801
Marco Milanese,Union Omaha,1121685,USL1,56.19,mmilanese,Center Back,0.4093034105139096,0.30352837184177567,0.16096201537063862,0.165560930095514,0.2653573796253099
Marco Pasalic,Orlando City Sc,267810,MLS,78.31,mpasalic,Right Winger,0.824032175836981,0.8004322089872346,0.7020990137799576,0.6430990966555914,0.7406456263012101
Marco Reus,Los Angeles Galaxy,6637,MLS,78.31,mreus,Central Midfielder,0.6214657937099904,0.5998324907643895,0.5840991795312253,0.6135991380934083,0.6073058136001426
Marcos Serrato,Fc Tulsa,614325,USLC,63.7,mserrato,Central Midfielder,0.04117540593649808,0.3582260316475333,0.36851988313165784,0.18323055641741648,0.2126709716620126
Marcus Epps,Lexington Sc,1430405,USLC,63.7,mepps,Right Winger,0.6361600217188954,0.6093960078601717,0.4838110197538525,0.47557593856655284,0.5521621936084393
Maren Haile-Selassie,Chicago Fire Fc,6397,MLS,78.31,mhaileselassie,Striker,0.039333278082910796,0.5073992872695492,0.5270659263110046,0.6863657025467933,0.42460273690502204
Mark Doyle,One Knoxville Sc,1358088,USL1,56.19,mdoyle,Left Winger,0.6300513173079283,0.4828860461119158,0.5932599995089252,0.6254524025830529,0.5918803250914626
Mark-Anthony Kaye,San Jose Earthquakes,6603,MLS,78.31,mkaye,Defensive Midfielder,0.09833319520727697,0.3520328388420516,0.67456571912192,0.7925655533706524,0.4725893361661731
Marlon,Los Angeles Fc,867280,MLS,78.31,mmarlon,Center Back,0.3775994695959436,0.7099656693965397,0.39136611692496237,0.38939945302081685,0.45036603404932857
Marlon Hairston,Hartford Athletic,1003206,USLC,63.7,mhairston,Defensive Midfielder,0.1914656376047161,0.15646654255869272,0.11529113662219463,0.0967622039507705,0.14081988830282346
Marlon Vargas,New Mexico United,1003208,USLC,63.7,mvargas,Striker,0.6485126434998448,0.3582260316475333,0.2470524356189885,0.2820515306650119,0.40022494570276135
Martin Ojeda,Orlando City Sc,267810,MLS,78.31,mojeda,Attacking Midfielder,0.8810654290572018,0.8318988314535632,0.6784990469302111,0.6253991215182816,0.7540189408493999
Mason McCready,Texoma Fc,1701884,USL1,56.19,mmccready,Keeper,0,0.013796744174626167,0,0,0.0027593488349252336
Mason Tunbridge,South Georgia Tormenta Fc,727430,USL1,56.19,mtunbridge,Right Winger,0.5702654258845482,0.5932599995089252,0.4920838755616666,0.5104795344611682,0.5412922631178333
Mateusz Klich,Atlanta United Fc,773958,MLS,78.31,mklich,Central Midfielder,0.17306642356480748,0.23403300459331922,0.35399950274619707,0.31466622466328636,0.26392629593633143
Mathias Laborda,Vancouver Whitecaps Fc,307691,MLS,78.31,mlaborda,Center Back,0.743398955767014,0.4031661003498356,0.5762325239146431,0.6057324824768262,0.6006191563260478
Matias Romero,Miami Fc,721896,USLC,63.7,mromero,Defensive Midfielder,0.3808725049126072,0.25528751680628814,0.06382187920157203,0.15852531285551763,0.22564122453200947
Matt Freese,New York City Fc,546238,MLS,78.31,mfreese,Keeper,0.743398955767014,0.18289974308553517,0.8889320846737838,0.8869654207696382,0.7034756785128594
Matt Levy,Charlotte Independence,614315,USL1,56.19,mlevy,Keeper,0.45529255776266353,0.2069511626193925,0.6392491467576791,0.6346502320328037,0.49622289881405446
Matt Polster,New England Revolution,6580,MLS,78.31,mpolster,Defensive Midfielder,0.6214657937099904,0.23403300459331922,0.11603317034458682,0.1592997762357887,0.304242905971315
Matt Van Oekel,Birmingham Legion Fc,1003207,USLC,63.7,moekel,Keeper,0.1914656376047161,0.012352621780949424,0.6752766573585686,0.6279249405315958,0.38334302926879715
Matthew Bentley,Chattanooga Red Wolves Sc,1004918,USL1,56.19,mbentley,Striker,0.3863088368895327,0.30352837184177567,0.46908930193728965,0.46908930193728965,0.41114297640385977
Matthew Edwards,Atlanta United Fc,773958,MLS,78.31,medwards,Right Back,0.16716643185237084,0.06686657274094834,0.23599966849746476,0.23796633240161025,0.18211307752387695
Matthew Longstaff,Toronto Fc,56453,MLS,78.31,mlongstaff,Defensive Midfielder,0.3087662329508497,0.4031661003498356,0.4208660754871455,0.40709942815812666,0.37956613350008916
Matthew Mahoney,Colorado Springs Switchbacks Fc,614321,USLC,63.7,mmahoney,Center Back,0.6382187920157203,0.6258661702347709,0.7040994415141172,0.6793941979522183,0.6612770193401591
Matthew Real,Colorado Springs Switchbacks Fc,614321,USLC,63.7,mreal,Left Back,0.5023399524252766,0.5126338039094012,0.12764375840314407,0.20793579997931533,0.34113823818388656
Matti Peltola,D C United,6602,MLS,78.31,mpeltola,Center Back,0.0845665478782582,0.23403300459331922,0.14749979281091546,0.0845665478782582,0.12704648820780187
Mauricio Pineda,Chicago Fire Fc,6397,MLS,78.31,mpineda,Central Midfielder,0.18683307089382625,0.3520328388420516,0.053099925411929566,0.06883323664509389,0.15772644511247227
Max Arfsten,Columbus Crew Sc,6001,MLS,78.31,marfsten,Left Wing-Back,0.875165437344765,0.3520328388420516,0.8181321841245445,0.7571656030960328,0.7237323167255585
Max Broughton,Pittsburgh Riverhounds Sc,267816,USLC,63.7,mbroughton,Left Back,0.05146925742062261,0.012352621780949424,0.4776347088633777,0.5435153583617747,0.2764928508635846
Max Glasser,Fc Naples,1701877,USL1,56.19,mglasser,Right Back,0.2621381393178972,0.082780465047757,0.31732511601640184,0.33572077491590335,0.2593787904829719
Max Schneider,Union Omaha,1121685,USL1,56.19,mschneider,Defensive Midfielder,0.49668279028654205,0.30352837184177567,0.30812728656665106,0.331121860191028,0.3706725268249564
Maxi Moralez,New York City Fc,546238,MLS,78.31,mmoralez,Attacking Midfielder,0.6057324824768262,0.009833319520727699,0.05899991712436619,0.15733311233164318,0.2426863257715596
